,ConsentNo,ConsentStatus,fmDate,toDate,HolderAddressFullName,HolderEcanID,ChildAuthorisations,ParentAuthorisations,ParentorChild,ParentChildConsent,CWMSZone,AdMan,TotalInspections,LatestInspection,CountNonCompliance,LatestNonComplianceDate,WAPsOnConsent,CombinedConProRataRate,WAP,WellStatus,SharedMeter,MaxRateSharedWAP,CombinedWAPProRataRate,ConsentsOnWAP,ECsOnWAP,MetersInstalled,DataLoggersInstalled,LatestVerification,VerificationOutOfDate,WaiverEditDate,Waiver,T_AnnualVolume,T_LatestData,T_DaysOfData,T_MetersRecieved,T_AverageDaysOfData,T_AverageMissingDays,WAPProject,Activity,ConsentAnnualVol,ConsentRate,ConsentNVol,ConsentNDay,FishScreen,ComplexAllocations,HasALowflowRestrictionCondition,ConsentLimit,WAPRate,MaxRateProRata,WAPFromMonth,WAPToMonth,WAPNVol,WAPNDay,WAPLimit,FEVolume,CS_ID,CS_ErrorMSG,CS_DaysAboveNday,CS_PercentAnnualVolume,CS_TimeAboveRate,CS_MaxRate,CS_MedianRateAbove,CS_PercentMaxRate,CS_PercentMedRate,WS_ID,WS_MeterName,WS_ErrorMsg,WS_DaysAboveNday,WS_TimeAboveRate,WS_MaxRate,WS_MedianRateAbove,TotalMissingRecord,WS_PercentMaxRoT,WS_PercentMedRate
151,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/6203,Active,Yes,30.0,30.0,1,1,,1.0,,,,No,309493.0,2019-06-22,196.0,1.0,196.0,169.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,30.0,30.0,Jul,Jun,18144.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30218.0,M35/6203-M1,,80.0,1684.8159919834136,60.50520579020182,48.405168991158234,0.0,201.68401930067273,161.35056330386078
152,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/6945,Active,No,48.75,48.75,1,1,1.0,1.0,,,,No,250967.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,48.75,48.75,Jul,Jun,29484.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30221.0,M35/6945-M1,,0.0,0.0,32.86156230502658,0.0,0.0,67.40833293338785,0.0
153,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/7746,Active,No,55.44,55.44,1,1,1.0,1.0,2017-05-22,No,,No,110985.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,55.44,55.44,Jul,Jun,33530.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30228.0,M35/7746-M1,,0.0,12.191763180361853,67.19326655069987,59.767825897075,0.0,121.19997574080064,107.8063237681728
154,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/8087,Active,No,62.75,62.75,1,1,1.0,1.0,2018-10-13,No,,No,649382.0,2019-06-29,351.0,1.0,351.0,14.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,62.75,62.75,Jul,Jun,37951.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30231.0,M35/8087-M1,,0.0,0.0,61.22345182630751,0.0,0.0,97.56725390646615,0.0
155,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/8660,Active,No,35.0,35.0,1,1,1.0,1.0,2017-06-26,No,,No,205260.0,2019-06-30,304.0,1.0,304.0,61.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,35.0,35.0,Jul,Jun,21168.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30234.0,M35/8660-M1,,0.0,441.6434896870454,59.92598003811306,42.249819936811264,0.0,171.21708582318018,120.71377124803217
156,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/8898,Active,No,16.67,16.67,1,1,1.0,1.0,2017-04-12,No,,No,149763.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,16.67,16.67,Jul,Jun,10080.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30237.0,M35/8898-M1,,19.0,1503.6307241137822,52.00431399875217,30.538510892777595,0.0,311.96349129425414,183.1944264713713
157,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M36/0981,Active,No,12.63,12.63,1,1,1.0,1.0,2015-10-23,No,,No,68117.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,12.63,12.63,Jul,Jun,7637.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30244.0,M36/0981-M1,,0.0,0.0,8.79188643561469,0.0,0.0,69.61113567390888,0.0
158,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M36/1045,Active,No,34.72,34.72,1,1,1.0,1.0,2017-12-08,No,,No,1008928.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,34.72,34.72,Jul,Jun,20999.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30247.0,M36/1045-M1,,187.0,4252.522587033378,93.95445505777995,51.72523851023334,0.0,270.60614935996534,148.97822151564904
159,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M36/1058,Active,No,59.0,59.0,1,1,1.0,1.0,2019-05-21,No,,No,527341.0,2019-06-30,340.0,1.0,340.0,25.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,59.0,59.0,Jul,Jun,35683.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30250.0,M36/1058-M1,,0.0,1.7963245177268983,66.81376139322917,64.02752431766544,0.0,113.24366337835453,108.52122765706007
160,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M36/1210,Active,Yes,25.85,25.85,1,1,,,,,,No,149165.0,2019-06-30,246.0,1.0,246.0,119.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,25.85,25.85,Jul,Jun,15633.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30253.0,M36/1210-M1,,0.0,4.659734980795118,50.07074991861979,32.6660739745563,212.76041666666669,193.69729175481544,126.36779100408626
161,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M36/1619,Active,Yes,25.85,25.85,1,1,,1.0,,,,No,163261.0,2019-06-30,350.0,1.0,350.0,15.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,25.85,25.85,Jul,Jun,15633.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30257.0,M36/1619-M1,,0.0,4.659734980795118,50.07074991861979,32.6660739745563,0.0,193.69729175481544,126.36779100408626
162,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M36/20557,Active,No,46.88,46.88,1,1,1.0,1.0,2015-02-21,No,,No,522872.0,2019-06-30,247.0,1.0,247.0,118.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,46.88,46.88,Jul,Jun,28350.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30260.0,M36/20557-M1,,2.0,2097.779532825682,99.84312693277994,64.08254168260953,212.76041666666669,212.975953354906,136.69484147314319
163,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M36/20670,Active,No,45.0,45.0,1,1,1.0,1.0,2018-02-16,No,,No,425094.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,45.0,45.0,Jul,Jun,27216.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30263.0,M36/20670-M1,,0.0,0.0,43.71829350789388,0.0,0.0,97.1517633508753,0.0
164,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M36/2195,Active,No,23.15,23.15,1,1,1.0,1.0,2017-11-04,No,,No,251279.0,2019-06-30,250.0,1.0,250.0,115.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,23.15,23.15,Jul,Jun,14000.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30266.0,M36/2195-M1,,0.0,1.345828888548745,25.011116663614906,24.713301128811306,103.55208333333333,108.0393808363495,106.75292064281344
165,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M36/4565,Active,Yes,70.0,70.0,1,1,,1.0,,,,No,482816.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,70.0,70.0,Jul,Jun,42336.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30273.0,M36/4565-M1,,0.0,1.0249556631512111,96.72256469726562,86.94500398435696,0.0,138.17509242466517,124.20714854908137
166,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M36/8019,Active,No,62.5,62.5,1,1,1.0,1.0,2015-10-30,No,,No,112637.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,62.5,62.5,Jul,Jun,37800.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30276.0,M36/8019-M1,,0.0,137.72998351746136,68.69489457872179,67.23203061784739,0.0,109.91183132595485,107.57124898855581
167,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,BX24/0187,Active,No,24.25,24.25,1,1,1.0,1.0,2017-07-14,No,,No,422142.0,2019-06-30,354.0,1.0,354.0,11.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,24.25,24.25,Jul,Jun,14666.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30130.0,BX24/0187-M1,,55.0,2868.6983593861264,36.16639667087131,27.318994662359273,0.0,149.13978008606725,112.6556480922032
168,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,BX24/0190,Active,No,24.25,24.25,1,1,1.0,1.0,2017-07-14,No,,No,474488.0,2019-06-30,354.0,1.0,354.0,11.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,24.25,24.25,Jul,Jun,14666.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30133.0,BX24/0190-M1,,84.0,3294.2299743358294,36.18772082858615,27.31416384984368,0.0,149.2277147570563,112.63572721585022
169,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,BX24/0193,Active,No,28.33,28.33,1,1,1.0,1.0,2017-07-06,No,,No,6058.0,2019-06-30,246.0,1.0,246.0,119.0,Pending Data Cleaning Project,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,28.33,28.33,Jul,Jun,17133.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30136.0,BX24/0193-M1,,0.0,16.123069608476428,42.031332651774086,33.3050989838913,212.67708333333331,148.36333445737412,117.56123891242957
170,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,BX24/0346,Active,No,5.21,5.21,1,1,1.0,1.0,2019-05-27,No,,No,0.0,2019-06-30,36.0,1.0,36.0,329.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,5.21,5.21,Jul,Jun,3150.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30139.0,BX24/0346-M1,,0.0,0.0,0.0,0.0,662.21875,0.0,0.0
171,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,BX24/0534,Active,No,30.95,30.95,1,1,1.0,1.0,2016-05-04,No,,No,143731.0,2019-06-30,354.0,1.0,354.0,11.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,30.95,30.95,Jul,Jun,18718.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30146.0,BX24/0534-M1,,0.0,11.393434689707226,33.598976135253906,32.45192049365846,0.0,108.5588889668947,104.85273180503543
172,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,BX24/0626,Active,No,79.37,79.37,1,1,1.0,1.0,2017-01-27,No,,No,1087977.0,2019-06-30,354.0,1.0,354.0,11.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,79.37,79.37,Jul,Jun,48000.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30149.0,BX24/0626-M1,,0.0,266.865397932397,95.01940409342448,91.58389476432569,0.0,119.71702670205933,115.38855331274497
173,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,BX24/1210,Active,No,17.36,17.36,1,1,1.0,1.0,2016-10-21,No,,No,320832.0,2019-06-30,354.0,1.0,354.0,11.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,17.36,17.36,Jul,Jun,10499.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30152.0,BX24/1210-M1,,79.0,2677.986175369554,78.33333333333333,31.24855501115576,0.0,451.2288786482335,180.00319706886958
174,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,BX24/1327,Active,No,41.34,41.34,1,1,1.0,,,,,No,177650.0,2019-06-30,247.0,1.0,247.0,118.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,41.34,41.34,Jul,Jun,25000.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30155.0,BX24/1327-M1,,0.0,196.10687071058484,232.08333333333331,49.17467251872711,212.76041666666669,561.4013868730849,118.9517961265774
175,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/10928,Active,Yes,41.9,41.9,1,1,,1.0,,,,No,104946.0,2019-06-30,351.0,1.0,351.0,14.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,41.9,41.9,Jul,Jun,25340.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30159.0,M35/10928-M1,,0.0,21.63536384675238,70.891908009847,54.85967300424295,0.0,169.19309787552982,130.9300071700309
176,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/1476,Active,No,46.3,46.3,1,1,1.0,1.0,2017-11-14,No,,No,246215.0,2019-06-30,353.0,1.0,353.0,12.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,46.3,46.3,Jul,Jun,28000.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30162.0,M35/1476-M1,,13.0,907.9130423476961,70.77924728393555,67.56948070595786,0.0,152.87094445774417,145.9384032526088
177,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/1606,Active,No,44.2,44.2,1,1,1.0,1.0,2017-12-04,No,,No,50439.0,2019-06-30,353.0,1.0,353.0,12.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,44.2,44.2,Jul,Jun,26732.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30165.0,M35/1606-M1,,0.0,0.0,22.70376099480523,0.0,0.0,51.3659751013693,0.0
178,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/18432,Active,No,61.73,61.73,1,1,1.0,1.0,2018-02-16,No,,No,690515.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,61.73,61.73,Jul,Jun,37333.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30168.0,M35/18432-M1,,0.0,0.0,56.29432678222656,0.0,0.0,91.19443833181042,0.0
179,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/18732,Active,No,41.44,41.44,1,1,1.0,1.0,2019-08-21,No,,No,770499.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,41.44,41.44,Jul,Jun,25060.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30175.0,M35/18732-M1,,63.0,1832.5209859877164,89.79451921251085,62.54341964045284,0.0,216.68561586030611,150.92524044510822
180,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/1944,Active,No,75.0,75.0,1,1,1.0,1.0,2015-06-12,No,,No,116102.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,75.0,75.0,Jul,Jun,45360.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30178.0,M35/1944-M1,,0.0,0.0,74.78777567545573,0.0,0.0,99.71703423394098,0.0
181,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/2152,Active,No,48.0,48.0,1,1,1.0,1.0,2017-05-23,No,,No,298790.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,48.0,48.0,Jul,Jun,29030.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30181.0,M35/2152-M1,,0.0,1047.7493603967296,66.17846171061198,61.362515641806,0.0,137.87179523044165,127.8385742537625
182,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/2243,Active,No,63.0,63.0,1,1,1.0,1.0,2017-10-18,No,,No,925052.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,63.0,63.0,Jul,Jun,38101.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30184.0,M35/2243-M1,,2.0,2080.0405523656473,76.57977845933702,63.556612120250975,0.0,121.55520390370955,100.88351130198568
183,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/2275,Active,Yes,50.15,50.15,1,1,,1.0,,,,No,564745.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,50.15,50.15,Jul,Jun,30331.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30191.0,M35/2275-M1,,3.0,1275.3838023776477,106.65104336208768,72.3470993098747,0.0,212.66409444085278,144.2614143766195
184,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/2467,Active,No,37.62,37.62,1,1,1.0,1.0,,,,No,7500.0,2019-06-30,299.0,1.0,299.0,66.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,37.62,37.62,Jul,Jun,22750.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30194.0,M35/2467-M1,,0.0,0.0,13.597961531745062,0.0,0.0,36.145564943500965,0.0
185,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/2555,Active,Yes,41.9,41.9,1,1,1.0,1.0,,,,No,29990.0,2019-06-30,353.0,1.0,353.0,12.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,41.9,41.9,Jul,Jun,25340.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30197.0,M35/2555-M1,,0.0,4.318933150900735,63.86248482598199,52.54583031686036,0.0,152.41643156558948,125.40770958677892
186,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/2609,Active,Yes,44.2,44.2,1,1,,1.0,,,,No,106585.0,2019-06-30,350.0,1.0,350.0,15.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,44.2,44.2,Jul,Jun,26732.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30200.0,M35/2609-M1,,0.0,0.0,27.656619813707138,0.0,0.0,62.57153804006139,0.0
187,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/3546,Active,No,43.4,43.4,1,1,1.0,1.0,,,,No,1227327.0,2019-06-30,352.0,1.0,352.0,13.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,43.4,43.4,Jul,Jun,26248.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30207.0,M35/3546-M1,,223.0,5626.6085849514275,119.86465785238478,55.60357605168292,0.0,276.1858475861401,128.1188388287625
188,CRC191331,Issued - Active,2018-10-30,2033-09-30,Christchurch City Council,EC366614,CRC194217,CRC180837,Parent,CRC180837,Christchurch - West Melton,,4.0,2019-10-07,1.0,2019-07-15,153,6798.329999999996,M35/3813,Active,Yes,57.87,57.87,1,1,,1.0,,,,No,258114.0,2019-06-30,353.0,1.0,353.0,12.0,,take groundwater,73654978.0,6879.0,4160621.0,7.0,No,Poor Conditions,Complex,1,57.87,57.87,Jul,Jun,35000.0,7,1,73654978.0,25529,Too many meters in the consent.  The maximum is 100,,,,,,,,30210.0,M35/3813-M1,,0.0,22.350921315087213,73.67259555392795,63.00797658563533,0.0,127.30705988237074,108.87848036225219
